tweet,topic,label,opinion_towards,sentiment,text,target_in_tweet,seen?
"Hey, all you #prolife-ers, if Socrates was born mortal, and his mother thus doomed him to die, is she a murderer? #SemST","[""feminist"", ""movement""]",2,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""hey"", ""prolife"", ""ers"", ""socrates"", ""born"", ""mortal"", ""mother"", ""thus"", ""doomed"", ""die"", ""murderer"", ""sem"", ""st""]]",0,1
@TrapLordAlec @Bold_Radicals 10 to realize this is all actually a symbol for #SemST,"[""feminist"", ""movement""]",2,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",neg,"[[""10"", ""realize"", ""actually"", ""symbol"", ""sem"", ""st""]]",0,1
"By writing her self, woman will return to the body which has been more than confiscated from her - Hlne Cixous #theatre #SemST","[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""writing"", ""self"", ""woman"", ""return"", ""body"", ""confiscated"", ""hlne"", ""cixous"", ""theatre"", ""sem"", ""st""]]",0,1
DEAR FEMINISTS & SJWs  I am a proud Troll. Make sure I am not proud of what you want to shame me for.  #GamerGate  #SemST,"[""feminist"", ""movement""]",0,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",neg,"[[""dear"", ""feminists"", ""sjws"", ""proud"", ""troll"", ""make"", ""sure"", ""proud"", ""want"", ""shame"", ""gamer"", ""gate"", ""sem"", ""st""]]",1,1
I think if Australia had a female PM n female majority MPs #MarriageEquaility would be legal here now #auspol #SemST,"[""feminist"", ""movement""]",1,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""think"", ""australia"", ""female"", ""pm"", ""n"", ""female"", ""majority"", ""mps"", ""marriage"", ""equaility"", ""would"", ""legal"", ""auspol"", ""sem"", ""st""]]",0,1
@SkyNews  @EamonnHolmes @SkyJacquie guy from 'beach body ready' advert being interviewed.Conclusion=arrogant male chauvinist idiot #SemST,"[""feminist"", ""movement""]",1,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""guy"", ""beach"", ""body"", ""ready"", ""advert"", ""interviewed"", ""conclusionarrogant"", ""male"", ""chauvinist"", ""idiot"", ""sem"", ""st""]]",0,1
now let's raise the pay for females and make it equal to what men get payed #EAQUALITY #SemST,"[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""lets"", ""raise"", ""pay"", ""females"", ""make"", ""equal"", ""men"", ""get"", ""payed"", ""eaquality"", ""sem"", ""st""]]",0,1
last RT demonstrates relevance of preceding RTs #SemST,"[""feminist"", ""movement""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,"[[""last"", ""rt"", ""demonstrates"", ""relevance"", ""preceding"", ""rts"", ""sem"", ""st""]]",0,1
"@NAFEDUDE I'm just sharing a laugh with my buddies, ur points are laughable, laughing is good 4 health =)  #SemST","[""feminist"", ""movement""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""im"", ""sharing"", ""laugh"", ""buddies"", ""ur"", ""points"", ""laughable"", ""laughing"", ""good"", ""4"", ""health"", ""sem"", ""st""]]",0,1
"@moonsmuke Wow. A threat of violence from a feminist, when I've been nothing but polite. I might report this . . . #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""wow"", ""threat"", ""violence"", ""feminist"", ""ive"", ""nothing"", ""polite"", ""might"", ""report"", ""sem"", ""st""]]",1,1
"I'll gladly accept my face on ""the least used of the most used bills"" #NeverSatisfied #SemST","[""feminist"", ""movement""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""ill"", ""gladly"", ""accept"", ""face"", ""least"", ""used"", ""used"", ""bills"", ""never"", ""satisfied"", ""sem"", ""st""]]",0,1
Feminism is Radical Islam painted in pink.   #GamerGate #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""feminism"", ""radical"", ""islam"", ""painted"", ""pink"", ""gamer"", ""gate"", ""sem"", ""st""]]",1,1
"@HeyItsAlexM @Keatmyshiz hes lyin to u maam, u can see thru this transparent asshat. just call him a moron u no u wanna do it #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""hes"", ""lyin"", ""u"", ""maam"", ""u"", ""see"", ""thru"", ""transparent"", ""asshat"", ""call"", ""moron"", ""u"", ""u"", ""wan"", ""na"", ""sem"", ""st""]]",0,1
"I'm not a feminist, I believe in equality of the sexes! THATS EXACTLY WHAT FEMINISM IS #SemST","[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""im"", ""feminist"", ""believe"", ""equality"", ""sexes"", ""thats"", ""exactly"", ""feminism"", ""sem"", ""st""]]",1,1
#yesallwomen are #always #unstoppable if they whine whine whine to get their way #likeagirl  #GamerGate  #HoneyBadger #SemST,"[""feminist"", ""movement""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""yesallwomen"", ""always"", ""unstoppable"", ""whine"", ""whine"", ""whine"", ""get"", ""way"", ""likeagirl"", ""gamer"", ""gate"", ""honey"", ""badger"", ""sem"", ""st""]]",0,1
"@PennyRed Do realise that you've painted all ""men"" with the same brush. So ""wilfully ignorant"" could be used to describe you #fail #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""realise"", ""youve"", ""painted"", ""men"", ""brush"", ""wilfully"", ""ignorant"", ""could"", ""used"", ""describe"", ""fail"", ""sem"", ""st""]]",0,1
I just yelled at my boyfriend for trying to let me win for Mortal Kombat X. #SemST,"[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""yelled"", ""boyfriend"", ""trying"", ""let"", ""win"", ""mortal"", ""kombat"", ""x"", ""sem"", ""st""]]",0,1
I'm flabbergasted that #feminist are pointing out little things that No one gives a fuck about & cause am uproar #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""im"", ""flabbergasted"", ""feminist"", ""pointing"", ""little"", ""things"", ""one"", ""gives"", ""fuck"", ""cause"", ""uproar"", ""sem"", ""st""]]",1,1
Many feminist are praising hope solo!! She( domestic abuser) has become their idol!! #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""many"", ""feminist"", ""praising"", ""hope"", ""solo"", ""domestic"", ""abuser"", ""become"", ""idol"", ""sem"", ""st""]]",1,1
"@abbeysaurusrex_ C) the hell was that video? D) the guy spelled ""break"" wrong. E) if Megalodon is alive maybe it's a she Brewer #SemST","[""feminist"", ""movement""]",2,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",neg,"[[""c"", ""hell"", ""video"", ""guy"", ""spelled"", ""break"", ""wrong"", ""e"", ""megalodon"", ""alive"", ""maybe"", ""brewer"", ""sem"", ""st""]]",0,1
Always a delight to see chest-drumming alpha males hiss and scuttle backwards up the wall when a feminist enters the room. #manly #SemST,"[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""always"", ""delight"", ""see"", ""chestdrumming"", ""alpha"", ""males"", ""hiss"", ""scuttle"", ""backwards"", ""wall"", ""feminist"", ""enters"", ""room"", ""manly"", ""sem"", ""st""]]",1,1
Too many empty compliments are a waste of time unless you are a professional narcissist or a feminist.  #GamerGate #SemST,"[""feminist"", ""movement""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""many"", ""empty"", ""compliments"", ""waste"", ""time"", ""unless"", ""professional"", ""narcissist"", ""feminist"", ""gamer"", ""gate"", ""sem"", ""st""]]",1,1
"People think because I'm a feminist I hate men. No I'm a feminist, I believe in equality for all. #EqualityForAll #SemST","[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""people"", ""think"", ""im"", ""feminist"", ""hate"", ""men"", ""im"", ""feminist"", ""believe"", ""equality"", ""equality"", ""sem"", ""st""]]",1,1
Feminists can TOTALLY wear makeup and don't tell me otherwise. #choices #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""feminists"", ""totally"", ""wear"", ""makeup"", ""dont"", ""tell"", ""otherwise"", ""choices"", ""sem"", ""st""]]",1,1
I NEED FEMINISM BECAUSE- A man in a room full of women is ecstatic. A woman in a room full of men is terrified. #SemST,"[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""need"", ""feminism"", ""man"", ""room"", ""full"", ""women"", ""ecstatic"", ""woman"", ""room"", ""full"", ""men"", ""terrified"", ""sem"", ""st""]]",1,1
I'm all for feminism but I can't stand the female entitlement and sense of over worth the popular culture presents.   #Meninist #SemST,"[""feminist"", ""movement""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""im"", ""feminism"", ""cant"", ""stand"", ""female"", ""entitlement"", ""sense"", ""worth"", ""popular"", ""culture"", ""presents"", ""meninist"", ""sem"", ""st""]]",1,1
"DEAR FEMINISTS IN GAMING  Respect is earned with hard work, not playing the victim.  #GamerGate #SemST","[""feminist"", ""movement""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""dear"", ""feminists"", ""gaming"", ""respect"", ""earned"", ""hard"", ""work"", ""playing"", ""victim"", ""gamer"", ""gate"", ""sem"", ""st""]]",1,1
"IF FEMINISTS WERE HONEST   ""I know men don't have the right kind of thoughts.""   #GamerGate #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""feminists"", ""honest"", ""know"", ""men"", ""dont"", ""right"", ""kind"", ""thoughts"", ""gamer"", ""gate"", ""sem"", ""st""]]",1,1
#YesAllWomen should know how to protect herself. Which is why I carry a gun. #republicanvalues #SemST,"[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""yes"", ""women"", ""know"", ""protect"", ""carry"", ""gun"", ""republicanvalues"", ""sem"", ""st""]]",0,1
"I hate government, but if I were in government i'd want to be a District Attorney or a Judge to hold #YesAllWomen accountable. #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""hate"", ""government"", ""government"", ""id"", ""want"", ""district"", ""attorney"", ""judge"", ""hold"", ""yes"", ""women"", ""accountable"", ""sem"", ""st""]]",0,1
"The mentality of #GamerGate is,   ""HEY! OUR Feminists are suuuuper stable! BTW don't agitate them with any criticism""  #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""mentality"", ""gamer"", ""gate"", ""hey"", ""feminists"", ""suuuuper"", ""stable"", ""btw"", ""dont"", ""agitate"", ""criticism"", ""sem"", ""st""]]",1,1
feminist response people wearing meninist clothes-  mock them or call them derogatory names? NOT A HATE GROUP ??? #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""feminist"", ""response"", ""people"", ""wearing"", ""meninist"", ""clothes"", ""mock"", ""call"", ""derogatory"", ""names"", ""hate"", ""group"", ""sem"", ""st""]]",1,1
If men and women were equal I could sleep with multiple men and wouldn't be hoe. #IAmAFeminist #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""men"", ""women"", ""equal"", ""could"", ""sleep"", ""multiple"", ""men"", ""wouldnt"", ""hoe"", ""ia"", ""af"", ""eminist"", ""sem"", ""st""]]",1,1
One gay one straight. one male One female. One friendship. #Equality #Friends #SemST,"[""feminist"", ""movement""]",2,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos,"[[""one"", ""gay"", ""one"", ""straight"", ""one"", ""male"", ""one"", ""female"", ""one"", ""friendship"", ""equality"", ""friends"", ""sem"", ""st""]]",0,1
"I searched for posts with ""feminist"" tag and saw how much hatred is against feminism. #misogyny #tumblr #hatred #sadness #tears #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""searched"", ""posts"", ""feminist"", ""tag"", ""saw"", ""much"", ""hatred"", ""feminism"", ""misogyny"", ""tumblr"", ""hatred"", ""sadness"", ""tears"", ""sem"", ""st""]]",1,1
@Nero the 'author' is @onepoundstories she's making money out of it #SemST,"[""feminist"", ""movement""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""author"", ""shes"", ""making"", ""money"", ""sem"", ""st""]]",0,1
"Old, insecure females forcing hatred of men on a younger generation of women #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""old"", ""insecure"", ""females"", ""forcing"", ""hatred"", ""men"", ""younger"", ""generation"", ""women"", ""sem"", ""st""]]",0,1
Does it involve women? It's sexist. Does it not involve women? It's sexist. No winning. #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""involve"", ""women"", ""sexist"", ""involve"", ""women"", ""sexist"", ""winning"", ""sem"", ""st""]]",0,1
Can we grow up and stop catcalling? #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""grow"", ""stop"", ""catcalling"", ""sem"", ""st""]]",0,1
#GamerGate tag is about games Other things? They have their own tags: #SJWlogic #SaveTheCover #ShirtStorm #SemST,"[""feminist"", ""movement""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""gamer"", ""gate"", ""tag"", ""games"", ""things"", ""tags"", ""sjw"", ""logic"", ""save"", ""cover"", ""shirt"", ""storm"", ""sem"", ""st""]]",0,1
Helping getting laws for both patents to get paid maternity leave???!! WHEN WILL THIS MADNESS STOP?!?!?? #feminismiscruelty #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""helping"", ""getting"", ""laws"", ""patents"", ""get"", ""paid"", ""maternity"", ""leave"", ""madness"", ""stop"", ""feminismiscruelty"", ""sem"", ""st""]]",1,1
@PennyRed is the UK's answer to @JessicaValenti and @AmandaMarcotte #GamerGate #SemST,"[""feminist"", ""movement""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""uks"", ""answer"", ""gamer"", ""gate"", ""sem"", ""st""]]",0,1
"@virtuadad @TakedownMRAs the library, quit attempting 2 hurt others just so they'll think the way u do #SemST","[""feminist"", ""movement""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""library"", ""quit"", ""attempting"", ""2"", ""hurt"", ""others"", ""theyll"", ""think"", ""way"", ""u"", ""sem"", ""st""]]",0,1
"@DFoxtrot15 @FeminismIsLies so labeling womne? OMG SEXISM! labeling men? well, most men are like that, so... #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""labeling"", ""womne"", ""omg"", ""sexism"", ""labeling"", ""men"", ""well"", ""men"", ""like"", ""sem"", ""st""]]",1,1
DEAR FEMINIST SUPPORTERS People like you with your endless concessions to feminists just prevent their accountability. #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""dear"", ""feminist"", ""supporters"", ""people"", ""like"", ""endless"", ""concessions"", ""feminists"", ""prevent"", ""accountability"", ""sem"", ""st""]]",1,1
"I guess crying over a NHL player is better/safer than getting violent over one, right? #Saad #Blackhawks #SemST","[""feminist"", ""movement""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""guess"", ""crying"", ""nhl"", ""player"", ""bettersafer"", ""getting"", ""violent"", ""one"", ""right"", ""saad"", ""blackhawks"", ""sem"", ""st""]]",0,1
"Starting to compile evidence for blog post, how modern feminism shares the same traits as the Nazi propaganda #antifeminism #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""starting"", ""compile"", ""evidence"", ""blog"", ""post"", ""modern"", ""feminism"", ""shares"", ""traits"", ""nazi"", ""propaganda"", ""antifeminism"", ""sem"", ""st""]]",1,1
I'm blocked by 4 of the most frequent posters on #YesAllWomen. 2 of which I've never even debated with. Can't handle facts  #SemST,"[""feminist"", ""movement""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""im"", ""blocked"", ""4"", ""frequent"", ""posters"", ""yes"", ""women"", ""2"", ""ive"", ""never"", ""even"", ""debated"", ""cant"", ""handle"", ""facts"", ""sem"", ""st""]]",0,1
"#WeNeedFeminism because #NoMeansNo it doesnt mean yes, it doesnt mean try harder!  #YesAllWomen @yesallwomen #RT #SemST","[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""need"", ""feminism"", ""means"", ""doesnt"", ""mean"", ""yes"", ""doesnt"", ""mean"", ""try"", ""harder"", ""yes"", ""women"", ""rt"", ""sem"", ""st""]]",1,1
Happy birthday to the queen Frida Kahlo! #oneofmyidols #mindstimulation #latinapower #SemST,"[""feminist"", ""movement""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""happy"", ""birthday"", ""queen"", ""frida"", ""kahlo"", ""oneofmyidols"", ""mindstimulation"", ""latinapower"", ""sem"", ""st""]]",0,1
"Wives who dislike cooking mk husbands diet, saying they'll stay fit Actually they want to avoid cooking ;) MCP #WomensProgress2015 #SemST","[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""wives"", ""dislike"", ""cooking"", ""mk"", ""husbands"", ""diet"", ""saying"", ""theyll"", ""stay"", ""fit"", ""actually"", ""want"", ""avoid"", ""cooking"", ""mcp"", ""womens"", ""progress"", ""2015"", ""sem"", ""st""]]",0,1
This just in: Pop culture still hates women. #SemST,"[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""pop"", ""culture"", ""still"", ""hates"", ""women"", ""sem"", ""st""]]",0,1
Multiple abortions means Feminists are not using the contraceptives THEY THEMSELVES demanded.  #GamerGate #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""multiple"", ""abortions"", ""means"", ""feminists"", ""using"", ""contraceptives"", ""demanded"", ""gamer"", ""gate"", ""sem"", ""st""]]",1,1
Do you know the difference between Activism and Advocacy? #SDG #youthdevelopment #SemST,"[""feminist"", ""movement""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,"[[""know"", ""difference"", ""activism"", ""advocacy"", ""sdg"", ""youthdevelopment"", ""sem"", ""st""]]",0,1
Just heard the most inspiring interview w one of my heroines @monaeltahawy on @bbcworldservice #women #islam  #revolution #SemST,"[""feminist"", ""movement""]",1,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""heard"", ""inspiring"", ""interview"", ""w"", ""one"", ""heroines"", ""women"", ""islam"", ""revolution"", ""sem"", ""st""]]",0,1
"@marieclaire Pretty sure most of us are A-okay without having her on our team. And it's aaaalll about #choice, anyway. #feminists #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""pretty"", ""sure"", ""us"", ""aokay"", ""without"", ""team"", ""aaaalll"", ""choice"", ""anyway"", ""feminists"", ""sem"", ""st""]]",1,1
How to spot a fashion-#Feminist - they claim feminism is about equality. Feminist actions demonstrate otherwise. #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""spot"", ""fashionfeminist"", ""claim"", ""feminism"", ""equality"", ""feminist"", ""actions"", ""demonstrate"", ""otherwise"", ""sem"", ""st""]]",1,1
"hooks says that we continue,even though it's hard and causes pain, because of those people we look to #whatawoman #bellhooks #love #SemST","[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""hooks"", ""says"", ""continue"", ""even"", ""though"", ""hard"", ""causes"", ""pain"", ""people"", ""look"", ""whatawoman"", ""bellhooks"", ""love"", ""sem"", ""st""]]",0,1
Communists can relate to how we feel. #communist #faith #karlmarx #SemST,"[""feminist"", ""movement""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,"[[""communists"", ""relate"", ""feel"", ""communist"", ""faith"", ""karlmarx"", ""sem"", ""st""]]",0,1
"It's a problem when explaining feminism, even in a calm & complex level, cannot be understood. #feminist #respect #EqualityForAll #SemST","[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""problem"", ""explaining"", ""feminism"", ""even"", ""calm"", ""complex"", ""level"", ""understood"", ""feminist"", ""respect"", ""equality"", ""sem"", ""st""]]",1,1
.@MyRainbowNinja @NotAllBhas This farm is fucking disgusting. #SemST,"[""feminist"", ""movement""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""farm"", ""fucking"", ""disgusting"", ""sem"", ""st""]]",0,1
There is nothing more inspiring that the drums at the beginning of #RunTheWorldGirls by @Beyonce... It feels like the rise of #SemST,"[""feminist"", ""movement""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""nothing"", ""inspiring"", ""drums"", ""beginning"", ""run"", ""world"", ""girls"", ""feels"", ""like"", ""rise"", ""sem"", ""st""]]",0,1
"don't let anyone else's perception of you define you or your beliefs, and don't feel you have to justify your own worth #SemST","[""feminist"", ""movement""]",1,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""dont"", ""let"", ""anyone"", ""elses"", ""perception"", ""define"", ""beliefs"", ""dont"", ""feel"", ""justify"", ""worth"", ""sem"", ""st""]]",0,1
I don't understand how the concept of a male being a feminist doesn't get in some peoples heads. Equality? Anyone? #feminist #SemST,"[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""dont"", ""understand"", ""concept"", ""male"", ""feminist"", ""doesnt"", ""get"", ""peoples"", ""heads"", ""equality"", ""anyone"", ""feminist"", ""sem"", ""st""]]",1,1
I need feminism because I can't walk three blocks without getting cat called and a man asking me to get in his car . #SemST,"[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""need"", ""feminism"", ""cant"", ""walk"", ""three"", ""blocks"", ""without"", ""getting"", ""cat"", ""called"", ""man"", ""asking"", ""get"", ""car"", ""sem"", ""st""]]",1,1
Feminist outrage over American girls being recruited by ISIS? Zero. #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""feminist"", ""outrage"", ""american"", ""girls"", ""recruited"", ""isis"", ""zero"", ""sem"", ""st""]]",1,1
They don't call it MALE-volent for no reason #SemST,"[""feminist"", ""movement""]",1,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""dont"", ""call"", ""malevolent"", ""reason"", ""sem"", ""st""]]",0,1
RT @mrkrusader: @attorneybharti @TimesNow @ndtv @abpnewstv this is a typical example of #misandry and #Scrap498a #498a #fakecases... #SemST,"[""feminist"", ""movement""]",2,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",neg,"[[""rt"", ""typical"", ""example"", ""misandry"", ""scrap"", ""498"", ""498"", ""fakecases"", ""sem"", ""st""]]",0,1
The times in between my whiskey are my periods. #SemST,"[""feminist"", ""movement""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""times"", ""whiskey"", ""periods"", ""sem"", ""st""]]",0,1
The shaming we do around celebrity choices in photoshoots is highly related to the principles behind #SemST,"[""feminist"", ""movement""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""shaming"", ""around"", ""celebrity"", ""choices"", ""photoshoots"", ""highly"", ""related"", ""principles"", ""behind"", ""sem"", ""st""]]",0,1
All I'm doing is reading GG tweets and getting angrier. Fuuuuuuuuuuuck men are privileged.  Time for bed. #FeminismIsAwfullyGreat #SemST,"[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""im"", ""reading"", ""gg"", ""tweets"", ""getting"", ""angrier"", ""fuuuuuuuuuuuck"", ""men"", ""privileged"", ""time"", ""bed"", ""feminism"", ""awfully"", ""great"", ""sem"", ""st""]]",1,1
@ActorTrivia let's be pretty and put our tits on full display and then get pissed when people look. #logic #wtf #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""lets"", ""pretty"", ""put"", ""tits"", ""full"", ""display"", ""get"", ""pissed"", ""people"", ""look"", ""logic"", ""wtf"", ""sem"", ""st""]]",0,1
TASK 1.Present a feminist the fact most infanticides are perpetrated by the mother.  2.She will blame it on a male(s). #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""task"", ""1"", ""present"", ""feminist"", ""fact"", ""infanticides"", ""perpetrated"", ""mother"", ""2"", ""blame"", ""males"", ""sem"", ""st""]]",1,1
"The more you push me, the more I resist. Don't bother #strongwomen #women #SemST","[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""push"", ""resist"", ""dont"", ""bother"", ""strongwomen"", ""women"", ""sem"", ""st""]]",0,1
Lol what's so ugly about wanting to be equal? #SemST,"[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""lol"", ""whats"", ""ugly"", ""wanting"", ""equal"", ""sem"", ""st""]]",0,1
...OR SLOW DOWN YOUR CALL TO YELL AT ME WHILE I WAIT FOR THE BUS!!! #WHATTHEACTUALFUCK #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""slow"", ""call"", ""yell"", ""wait"", ""bus"", ""whattheactualfuck"", ""sem"", ""st""]]",0,1
